centroide;CoordX;CoordY;S1-III;S1-IV;TS(TL);TS(TC);M1,2;M1,1;G1,1;G1,2;A1,1;A1,2;TL;P;TS(S2)IV;TS(S2)III;TS(S2)V;S1-V;CN;S1-VII;M2,1;M2,2;TS(S2)VI
F100-55_24;5059614,077;7150978,651;;;;;;;;;;;;;;;;;122;122;120;125;
F100-55_25;5059614,077;7150978,651;;;;;;;;;;;;;;;;;122;122;120;125;
F100-30_11;5197186,289;7295003,033;;;;;;;;;;;;;;;;;62;82;70;97;
FAr100-40_10;5180739,592;7458775,871;;;;;;;;;;;;;;;;;44;91;75;108;
m-A80-30_3;4873542,55;7372245,98;;;;;;;;;;;;;;;;;86;;;;
m-FA100-75_4;4857107,086;7358470,498;;;;;;;;;;;;;;;;;65;;;;
F100-55_26;5059614,077;7150978,651;;;;;;;;;;;;;;;;;122;122;120;125;
A100-30_16;4773079,83;6458643,353;;;;;;;;;;;;;;;;;-36;;;;
F100-35_37;4689794,647;6408150,831;;;;;;;;;;;;;;;;;-68;;;;
F100-35_19;4731025,719;6459835,557;;;;;;;;;;;;;;;;;-67;;;;
m-A100-30_22;4840543,538;6480625,697;;;;;;;;;;;;;;;;;70;;;;
m-A100-30_6;4760243,678;6460146,332;;;;;;;;;;;;;;;;;-36;;;;
m-F100-30_5;4715761,508;6418583,635;;;;;;;;;;;;;;;;;-68;;;;
m-F100-35_17;4647107,429;6603236,761;;;;;;;;;;;;;;;;;-66;;;;
m-F100-35_6;4723008,843;6549615,381;;;;;;;;;;;;;;;;;-72;;;;
m-F100-35_8;4620739,011;6448809,486;;;;;;;;;;;;;;;;;-68;;;;
m-FA100-35_15;4788478,42;6414478,765;;;;;;;;;;;;;;;;;-56;;;;
m-A100-30_7;4760243,678;6460146,332;;;;;;;;;;;;;;;;;-36;;;;
m-F100-35_7;4723008,843;6549615,381;;;;;;;;;;;;;;;;;-72;;;;
A100-30_6;5002020,498;6091360,638;;;;;;52;44;;;;;;;;;44;65;;62;;
A100-30_4;4974791,319;6047721,776;;;;;;50;43;;;;;40;;;;43;;;60;;
A100-30_5;4994445,306;6188725,382;;;;;;21;7;;;;;9;;;;8;;;27;;
F100-35_13;4887692,692;6323957,822;;;;;;-49;-54;;;;;;;;;-53;-44;;-34;;
F100-35_14;4938328,72;6408752,711;;;;;;-12;-20;;;;;;;;;-15;-2;;22;;
F100-50_3;4994696,21;6074959,513;;;;;;33;25;;;;;;;;;31;46;;65;;
F100-35_38;4948109,109;6303270,774;;;;;;-36;-43;;;;;;;;;-41;-27;;-14;;
F100-50_4;4995234,613;6031385,747;;;;;;18;11;;;;;;;;;16;30;;50;;
F100-50_2;5009922,022;6317361,124;;;;;;22;8;;;;;;;;;14;40;;53;;
FA100-35_14;4904847,792;6181718,863;;;;;;-44;-50;;;;;;;;;-48;-35;;-24;;
FA100-35_15;4964073,258;6436560,848;;;;;;23;13;;;;;;;;;14;38;;47;;
FA100-35_16;4902562,009;6278312,992;;;;;;-47;-52;;;;;;;;;-51;-42;;-34;;
FA100-50_17;5009833,379;6377595,134;;;;;;8;-2;;;;;;;;;1;25;;32;;
FA100-35_49;4991786,734;6257297,703;;;;;;34;20;;;;;21;;;;20;;;36;;
FA100-35_17;5003162,279;6303951,273;;;;;;11;-2;;;;;;;;;3;26;;29;;
m-A100-30_5;4920200,054;6421184,977;;;;;;;;;;;;;;;;;7;;;;
m-A100-30_3;4955895,914;6105577,214;;;;;;;;;;;;46;;;;;;;;;
m-A100-30_20;4866974,083;6245679,113;;;;;;;;;;;;;;;;;-23;;;;
m-A100-30_4;4954955,252;6173684,962;;;;;;;;;;;;-12;;;;;;;;;
m-F100-35_9;4869661,287;6424396,678;;;;;;;;;;;;;;;;;15;;;;
m-F100-35_15;4881741,401;6255476,671;;;;;;;;;;;;;;;;;-49;;;;
m-FA100-35_7;4905568,996;6443593,879;;;;;;;;;;;;;;;;;77;;;;
m-FA100-35_6;4847070,206;6325816,139;;;;;;;;;;;;;;;;;-45;;;;
m-FA50-35_1;4913235,441;6341100,389;;;;;;;;;;;;;;;;;-33;;;;
m-FA50-35_2;5008622,434;6373580,019;;;;;;;;;;;;;;;;;27;;;;
A100-30_23;5486064,027;6557535,131;;;;;14;37;;31;;;;;;;;13;34;;46;;45
A100-30_24;5464511,853;6525258,617;;;;;5;26;;20;;;;;;;;3;24;;36;;34
A100-30_25;5430795,525;6487808,06;;;;;15;42;;37;;;;;;;;9;33;;43;;42
AF100-15_3;5498237,314;6620565,338;;;;;-1;20;;15;-3;-1;;;;;;;15;16;25;;
AF100-15_4;5469641,365;6537759,255;;;;;13;34;;28;;;;;;;;13;33;;44;;43
AF100-15_5;5510409,012;6717364,89;;;;;-1;20;;15;-3;-1;;;;;;;15;16;26;;
AF100-15_6;5446320,58;6573642,325;;;;;4;28;;23;;;;;;;;1;22;;33;;31
F100-35_39;5262603,219;6195759,947;;;;;1;13;2;-12;;;;-15;;;36;-2;;;28;;
F100-35_23;5288562,567;6226299,973;;;;;-1;5;-3;-9;;;;-20;;;50;8;;;41;;
F70-30_1;5493120,647;6636610,875;;;;;-15;15;;6;-15;-13;;;;;;;11;14;28;;
F70-30_2;5459481,951;6562743,203;;;;;-1;32;;22;;;;;;;;-2;28;;49;;47
F70-30_3;5505047,928;6686118,47;;;;;-15;15;;6;-16;-13;;;;;;;11;15;29;;
FA100-30_28;5554593,277;6817879,327;;;;;-11;12;;6;-12;-9;;;;;;;9;12;23;;
FA100-50_13;5292670,384;6263495,037;;;;;22;32;24;14;;;;10;;;52;23;;;48;;
FA100-50_14;5283372,362;6232336,205;;;;;12;24;14;2;;;;1;;;43;10;;;37;;
FArA100-50_1;5265724,133;6210990,876;;;;;-6;3;-7;-15;;;;-24;;;49;1;;;39;;
FArL100-40_6;5552783,446;6834422,555;;;;;22;54;;48;21;23;;;;;;;48;50;63;;
FArL100-35_1;5359898,085;6899996,886;;;;;-15;0;;-9;-5;22;;;;;;;-2;32;39;;
FL100-35_33;5381854,763;6648584,395;;;;;2;23;;15;;;;;;;;6;23;;42;;40
FL100-35_37;5372035,255;6853764,116;;;;;-16;-2;;-10;-7;12;;;;;;;-2;17;27;;
FL100-40_19;5457926,5;6895595,941;;;;;-19;-4;;-12;-12;6;;;;;;;-4;11;20;;
FL100-40_20;5352670,991;6386297,369;;;;;12;23;13;-1;;;;-1;;;;7;;;33;;39
FL100-40_21;5464240,852;6637378,837;;;;;-4;20;;13;;;;;;;;-3;17;;32;;31
FL100-35_38;5375552,152;6523658,473;;;;;9;34;;25;;;;;;;;12;32;;49;;48
FL100-35_34;5406485,075;6486027,702;;;;;11;36;;27;;;;;;;;13;33;;51;;50
FL100-35_35;5359745,507;6579209,84;;;;;11;36;;28;;;;;;;;13;32;;49;;47
FL100-35_26;5341939,857;6264349,857;;;;;2;8;2;-4;;;;-13;;;43;8;;;36;;
FL100-35_36;5480057,075;6901721,444;;;;;10;36;;31;10;27;;;;;;;31;31;42;;
FL100-50_2;5324257,615;6825264,611;;;;;-4;11;;3;5;26;;;;;;;11;30;40;;
FL100-55_24;5333308,751;6680588,454;;;;;7;25;;18;;;;;;;;15;23;;58;;57
FL100-40_2;5352791,315;6888471,115;;;;;-14;1;;-7;-6;13;;;;;;;1;17;26;;
FL100-60_3;5396797,231;6455914,082;;;;;2;12;3;-9;;;;;;;;-1;16;;29;;36
FL100-55_19;5365543,948;6426973,137;;;;;12;26;16;-1;;;;1;;;;6;;;31;;37
FL100-40_22;5465641,65;6633060,291;;;;;1;26;;19;;;;;;;;2;23;;37;;36
FL100-55_20;5344989,317;6503181,462;;;;;7;30;;21;;;;;;;;9;29;;46;;45
FL100-55_21;5507002,004;6748303,96;;;;;-7;14;;6;-6;-4;;;;;;;12;19;29;;
FL100-40_23;5566601,433;6887689,927;;;;;13;38;;33;10;12;;;;;;;32;33;43;;
FL100-55_22;5423877,088;6524136,871;;;;;11;35;;26;;;;;;;;12;32;;50;;49
FL100-55_23;5355733,869;6605045,094;;;;;15;40;;31;;;;;;;;16;37;;53;;52
FL100-55_17;5424465,87;6359115,056;;;;;-2;9;-1;-11;;;;-12;;;30;-1;;;23;;
FL100-55_18;5426693,987;6332165,829;;;;;0;10;1;-10;;;;-11;;;33;0;;;26;;
FL100-55_3;5314039,882;6664280,105;;;;;3;20;;13;;;;;;;;11;17;;54;;54
FL100-55_25;5354040,868;6400031,042;;;;;11;22;12;-1;;;;-2;;;;6;;;31;;37
FL100-55_26;5395582,477;6417820,279;;;;;15;26;17;3;;;;0;;;;10;;;35;;41
FL100-55_27;5332215,7;6520539,513;;;;;8;32;;23;;;;;;;;11;31;;47;;46
FL100-55_28;5424916,672;6548142,089;;;;;13;38;;29;;;;;;;;13;34;;51;;50
FL100-55_29;5390324,061;6591930,607;;;;;13;39;;32;;;;;;;;13;35;;50;;49
FL100-55_5;5336876,194;6299487,112;;;;;1;7;0;-6;;;;-14;;;40;6;;;33;;
FL100-60_4;5365750,296;6339373,72;;;;;-7;2;-7;-16;;;;-18;;;28;-5;;;21;;
FL80-35_4;5358544,402;6797691,217;;;;;-15;1;;-7;-6;16;;;;;;;1;20;32;;
FL80-35_5;5480989,667;6583743,799;;;;;5;30;;21;;;;;;;;8;30;;50;;49
FL80-40_18;5441981,58;6284391,263;;;;;-9;3;-6;-18;;;;-19;;;27;-9;;;19;;
FL80-40_19;5423405,264;6319298,472;;;;;-8;4;-6;-17;;;;-17;;;26;-9;;;19;;
m-FArA100-40_3;5434503,411;6449358,06;;;;;;;;;;;;;;;;;-12;;;;
m-FArA100-35_3;5532461,929;6617444,311;;;;;;;;;;;;;;;;;23;;;;
m-FL100-35_41;5315872,752;6769000,937;;;;;;;;;;;;;;;;;14;;;;
m-FL100-35_42;5453992,114;6565976,41;;;;;;;;;;;;;;;;;30;;;;
m-FL80-35_27;5295726,549;6463978,944;;;;;;;;;;;;;;;;;26;;;;
m-FL80-40_67;5398545,042;6419395,526;;;;;;;;;;;;-5;;;;;;;;;
m-FL80-35_28;5382613,114;6547223,198;;;;;;;;;;;;;;;;;30;;;;
m-FL80-35_29;5386053,381;6487691,731;;;;;;;;;;;;;;;;;30;;;;
m-FL80-35_30;5393912,586;6593378,494;;;;;;;;;;;;;;;;;31;;;;
m-FL80-40_4;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_5;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL100-35_10;5367964,271;6848630,113;;;;;;;;;;;;;;;;;-2;;;;
m-FL80-40_6;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_7;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-35_6;5451293,961;6838959,877;;;;;;;;;;;;;;;;;1;;;;
m-FL80-40_8;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_9;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-35_7;5451293,961;6838959,877;;;;;;;;;;;;;;;;;1;;;;
m-FL80-40_10;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-35_13;5406394,274;6781958,283;;;;;;;;;;;;;;;;;7;;;;
m-FL80-40_11;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL100-35_11;5367964,271;6848630,113;;;;;;;;;;;;;;;;;-2;;;;
m-FL80-40_12;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-35_14;5406394,274;6781958,283;;;;;;;;;;;;;;;;;7;;;;
m-FL80-40_13;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_14;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_15;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL100-35_12;5367964,271;6848630,113;;;;;;;;;;;;;;;;;-2;;;;
m-FL80-40_16;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_38;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-40_39;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-40_40;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL100-35_15;5434112,023;6796279,796;;;;;;;;;;;;;;;;;10;;;;
m-FL80-40_41;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL100-35_16;5434112,023;6796279,796;;;;;;;;;;;;;;;;;10;;;;
m-FL100-35_17;5434112,023;6796279,796;;;;;;;;;;;;;;;;;10;;;;
m-FL80-40_42;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-40_43;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-40_44;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL100-35_18;5434112,023;6796279,796;;;;;;;;;;;;;;;;;10;;;;
m-FL80-40_45;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL100-35_19;5434112,023;6796279,796;;;;;;;;;;;;;;;;;10;;;;
m-FL80-40_46;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-40_47;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-40_48;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-35_15;5406394,274;6781958,283;;;;;;;;;;;;;;;;;7;;;;
m-FL80-40_49;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL100-35_20;5434112,023;6796279,796;;;;;;;;;;;;;;;;;10;;;;
m-FL80-40_50;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-40_51;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-40_52;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-40_53;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-35_16;5406394,274;6781958,283;;;;;;;;;;;;;;;;;7;;;;
m-FL80-40_54;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-40_55;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-40_56;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-40_57;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL100-35_21;5434112,023;6796279,796;;;;;;;;;;;;;;;;;10;;;;
m-FL100-35_22;5434112,023;6796279,796;;;;;;;;;;;;;;;;;10;;;;
m-FL80-40_58;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-40_59;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-40_60;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-35_17;5406394,274;6781958,283;;;;;;;;;;;;;;;;;7;;;;
m-FL80-40_61;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL100-35_23;5434112,023;6796279,796;;;;;;;;;;;;;;;;;10;;;;
m-FL80-35_18;5406394,274;6781958,283;;;;;;;;;;;;;;;;;7;;;;
m-FL100-35_25;5454840,42;6724483,345;;;;;;;;;;;;;;;;;15;;;;
m-FL100-35_24;5434112,023;6796279,796;;;;;;;;;;;;;;;;;10;;;;
m-FL80-40_62;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-40_63;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-40_64;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL80-40_65;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL100-35_26;5454840,42;6724483,345;;;;;;;;;;;;;;;;;15;;;;
m-FL100-35_32;5416357,551;6683276,767;;;;;;;;;;;;;;;;;12;;;;
m-FL100-35_27;5454840,42;6724483,345;;;;;;;;;;;;;;;;;15;;;;
m-FL80-40_66;5481989,58;6808870,836;;;;;;;;;;;;;;;;;4;;;;
m-FL100-35_28;5454840,42;6724483,345;;;;;;;;;;;;;;;;;15;;;;
m-FL100-35_33;5416357,551;6683276,767;;;;;;;;;;;;;;;;;12;;;;
m-FL80-35_19;5406394,274;6781958,283;;;;;;;;;;;;;;;;;7;;;;
m-FL100-35_34;5416357,551;6683276,767;;;;;;;;;;;;;;;;;12;;;;
m-FL100-35_35;5416357,551;6683276,767;;;;;;;;;;;;;;;;;12;;;;
m-FL100-35_29;5454840,42;6724483,345;;;;;;;;;;;;;;;;;15;;;;
m-FL80-35_20;5406394,274;6781958,283;;;;;;;;;;;;;;;;;7;;;;
m-FL80-35_21;5406394,274;6781958,283;;;;;;;;;;;;;;;;;7;;;;
m-FL80-35_22;5406394,274;6781958,283;;;;;;;;;;;;;;;;;7;;;;
m-FL100-35_30;5454840,42;6724483,345;;;;;;;;;;;;;;;;;15;;;;
m-FL80-35_23;5406394,274;6781958,283;;;;;;;;;;;;;;;;;7;;;;
m-FL100-35_36;5416357,551;6683276,767;;;;;;;;;;;;;;;;;12;;;;
m-FL80-35_24;5406394,274;6781958,283;;;;;;;;;;;;;;;;;7;;;;
m-FL80-35_25;5406394,274;6781958,283;;;;;;;;;;;;;;;;;7;;;;
m-FL80-35_26;5406394,274;6781958,283;;;;;;;;;;;;;;;;;7;;;;
m-FL100-35_31;5454840,42;6724483,345;;;;;;;;;;;;;;;;;15;;;;
m-FL100-35_37;5416357,551;6683276,767;;;;;;;;;;;;;;;;;12;;;;
m-FL80-35_8;5451293,961;6838959,877;;;;;;;;;;;;;;;;;1;;;;
m-FAr80-40_1;5332168,081;6900650,415;;;;;;;;;;;;;;;;;-2;;;;
m-FL80-40_17;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_18;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_19;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_20;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_21;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FAr80-40_2;5332168,081;6900650,415;;;;;;;;;;;;;;;;;-2;;;;
m-FL80-40_22;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_23;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL100-35_38;5437786,729;6872447,075;;;;;;;;;;;;;;;;;-7;;;;
m-FAr80-40_3;5332168,081;6900650,415;;;;;;;;;;;;;;;;;-2;;;;
m-FL80-35_9;5451293,961;6838959,877;;;;;;;;;;;;;;;;;1;;;;
m-FL100-35_39;5437786,729;6872447,075;;;;;;;;;;;;;;;;;-7;;;;
m-FL80-40_24;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FAr80-40_4;5332168,081;6900650,415;;;;;;;;;;;;;;;;;-2;;;;
m-FL80-40_25;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL100-35_40;5437786,729;6872447,075;;;;;;;;;;;;;;;;;-7;;;;
m-FL80-40_26;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL100-35_13;5367964,271;6848630,113;;;;;;;;;;;;;;;;;-2;;;;
m-FL80-40_27;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_28;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_29;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_30;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_31;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_32;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL100-35_14;5367964,271;6848630,113;;;;;;;;;;;;;;;;;-2;;;;
m-FL80-40_33;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-35_10;5451293,961;6838959,877;;;;;;;;;;;;;;;;;1;;;;
m-FL80-35_11;5451293,961;6838959,877;;;;;;;;;;;;;;;;;1;;;;
m-FL80-40_34;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_35;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_36;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-40_37;5556071,529;6859746,548;;;;;;;;;;;;;;;;;28;;;;
m-FL80-35_12;5451293,961;6838959,877;;;;;;;;;;;;;;;;;1;;;;
m-FAr80-40_5;5332168,081;6900650,415;;;;;;;;;;;;;;;;;-2;;;;
m-FAr80-40_6;5332168,081;6900650,415;;;;;;;;;;;;;;;;;-2;;;;
A80-15_21;5165440,722;6930982,752;;;;;;;;;;;;;;;;;80;94;84;107;
A80-15_31;5131396,47;6985877,802;;;;;;;;;;;;;;;;;88;101;92;115;
A80-15_1;5223885,277;7007919,989;;;;;;;;42;7;25;;;;;;;28;44;53;66;
A80-15_12;5252141,996;7131029,776;;;;;;;;27;-10;5;;;;;;;10;22;30;44;
A80-30_9;5046980,121;6948258,664;;;;;;;;;;;;;;;;;163;165;159;175;
F100-35_15;5189957,391;6835853,303;;;;;;;;24;15;44;;;;;;;20;68;76;86;
F100-35_16;5231283,628;6758940,292;;;;;;;;22;13;41;;;;;;;18;65;72;81;
F100-35_17;5304559,165;6873057,263;;;;;;;;13;6;32;;;;;;;12;54;62;72;
F100-35_40;5136364,75;6816572,787;;;;;;;;;;;;;;;;;46;99;83;111;
F100-40_3;5137404,279;6768129,436;;;;;;;;;;;;;;;;;95;110;105;116;
F100-50_5;5215856,81;6931654,717;;;;;;;;25;15;43;;;;;;;23;68;76;86;
F100-50_9;5280557,477;6803712,578;;;;;;;;8;4;31;;;;;;;6;54;61;71;
F100-50_7;5292263,507;6973448,467;;;;;;;;29;13;39;;;;;;;29;61;69;80;
F100-40_5;5256336,915;7082169,687;;;;;;;;10;-2;21;;;;;;;11;41;49;60;
F100-55_1;5052485,91;6915968,245;;;;;;;;;;;;;;;;;65;106;94;113;
F100-55_6;5154199,31;6743830,79;;;;;;;;;;;;;;;;;77;98;91;104;
FA100-30_4;5306277,573;7158127,544;;;;;;;;26;-4;13;;;;;;;15;29;36;46;
FA100-40_1;5239725,933;6866807,467;;;;;;;;20;4;24;;;;;;;17;42;49;59;
FA100-30_5;5272917,428;6778135,312;;;;;;;;20;8;29;;;;;;;17;46;53;62;
FA100-50_6;5035557,03;6809938,511;;;;;;;;;;;;;;;;;57;90;79;100;
FA100-40_3;5288502,573;6921633,617;;;;;;;;35;9;28;;;;;;;29;46;53;62;
FA100-30_18;5151303,799;7115634,682;;;;;;;;;;;;;;;;;113;116;112;123;
FA100-30_22;5182219,531;7106958,918;;;;;;;;55;33;55;;;;;;;51;74;81;90;
FA100-50_18;5090567,119;6903522,351;;;;;;;;;;;;;;;;;78;101;91;111;
FA100-30_29;5128403,501;7080109,535;;;;;;;;;;;;;;;;;63;90;80;102;
FAr100-40_11;5101588,209;7106652,185;;;;;;;;;;;;;;;;;130;138;134;143;
FAr100-40_3;5253096,911;7092799,693;;;;;;;;8;-2;22;;;;;;;8;43;51;63;
FAr100-45_7;5028613,369;6944769,642;;;;;;;;;;;;;;;;;123;136;132;142;
FAr100-45_2;5062707,295;7044422,676;;;;;;;;;;;;;;;;;54;104;90;118;
FL100-40_3;5326060,598;6940574,024;;;;;;;;9;-6;12;;;;;;;8;28;35;43;
FL80-35_1;5322959,259;6919271,091;;;;;;;;3;-15;4;;;;;;;2;22;30;40;
FL80-30_1;5328220,607;6956260,051;;;;;;;;9;-16;2;;;;;;;2;19;26;37;
m-A80-15_1;5133933,556;6891774,126;;;;;;;;;;;;;;;;;86;;;;
m-FA100-30_4;5282164,243;6891971,046;;;;;;;;;;;;;;;;;13;;;;
m-FA80-40_1;5013072,835;6816441,666;;;;;;;;;;;;;;;;;50;;;;
m-FA80-40_6;5234599,277;6709429,339;;;;;;;;;;;;;;;;;18;;;;
m-FA80-40_2;5144131,535;6891239,058;;;;;;;;;;;;;;;;;69;;;;
m-FA80-40_4;5154174,302;6734820,199;;;;;;;;;;;;;;;;;75;;;;
m-FL100-30_4;5251304,068;6691195,398;;;;;;;;;;;;;;;;;14;;;;
m-FL100-35_5;5298195,339;6703561,643;;;;;;;;;;;;;;;;;16;;;;
m-FL80-35_1;5284565,127;6733324,046;;;;;;;;;;;;;;;;;28;;;;
A80-15_32;5131396,47;6985877,802;;;;;;;;;;;;;;;;;88;101;92;115;
A80-15_33;5131396,47;6985877,802;;;;;;;;;;;;;;;;;88;101;92;115;
FA100-50_19;5090567,119;6903522,351;;;;;;;;;;;;;;;;;78;101;91;111;
A80-15_2;5223885,277;7007919,989;;;;;;;;42;7;25;;;;;;;28;44;53;66;
F100-50_6;5215856,81;6931654,717;;;;;;;;25;15;43;;;;;;;23;68;76;86;
A80-15_3;5223885,277;7007919,989;;;;;;;;42;7;25;;;;;;;28;44;53;66;
F100-50_8;5292263,507;6973448,467;;;;;;;;29;13;39;;;;;;;29;61;69;80;
A80-15_4;5223885,277;7007919,989;;;;;;;;42;7;25;;;;;;;28;44;53;66;
F100-40_6;5256336,915;7082169,687;;;;;;;;10;-2;21;;;;;;;11;41;49;60;
A80-15_5;5223885,277;7007919,989;;;;;;;;42;7;25;;;;;;;28;44;53;66;
F100-55_2;5052485,91;6915968,245;;;;;;;;;;;;;;;;;65;106;94;113;
A80-15_6;5223885,277;7007919,989;;;;;;;;42;7;25;;;;;;;28;44;53;66;
FA100-40_2;5239725,933;6866807,467;;;;;;;;20;4;24;;;;;;;17;42;49;59;
A80-15_7;5223885,277;7007919,989;;;;;;;;42;7;25;;;;;;;28;44;53;66;
FA100-40_4;5288502,573;6921633,617;;;;;;;;35;9;28;;;;;;;29;46;53;62;
A80-15_8;5223885,277;7007919,989;;;;;;;;42;7;25;;;;;;;28;44;53;66;
FA100-30_19;5151303,799;7115634,682;;;;;;;;;;;;;;;;;113;116;112;123;
A80-15_9;5223885,277;7007919,989;;;;;;;;42;7;25;;;;;;;28;44;53;66;
FA100-30_23;5182219,531;7106958,918;;;;;;;;55;33;55;;;;;;;51;74;81;90;
A80-15_10;5223885,277;7007919,989;;;;;;;;42;7;25;;;;;;;28;44;53;66;
FA100-50_20;5090567,119;6903522,351;;;;;;;;;;;;;;;;;78;101;91;111;
A80-15_11;5223885,277;7007919,989;;;;;;;;42;7;25;;;;;;;28;44;53;66;
FAr100-40_4;5253096,911;7092799,693;;;;;;;;8;-2;22;;;;;;;8;43;51;63;
FAr100-40_12;5101588,209;7106652,185;;;;;;;;;;;;;;;;;130;138;134;143;
FA100-30_20;5151303,799;7115634,682;;;;;;;;;;;;;;;;;113;116;112;123;
A80-15_13;5252141,996;7131029,776;;;;;;;;27;-10;5;;;;;;;10;22;30;44;
F100-40_7;5256336,915;7082169,687;;;;;;;;10;-2;21;;;;;;;11;41;49;60;
A80-15_14;5252141,996;7131029,776;;;;;;;;27;-10;5;;;;;;;10;22;30;44;
A80-15_15;5252141,996;7131029,776;;;;;;;;27;-10;5;;;;;;;10;22;30;44;
A80-15_16;5252141,996;7131029,776;;;;;;;;27;-10;5;;;;;;;10;22;30;44;
FA100-30_24;5182219,531;7106958,918;;;;;;;;55;33;55;;;;;;;51;74;81;90;
A80-15_17;5252141,996;7131029,776;;;;;;;;27;-10;5;;;;;;;10;22;30;44;
A80-15_18;5252141,996;7131029,776;;;;;;;;27;-10;5;;;;;;;10;22;30;44;
A80-15_19;5252141,996;7131029,776;;;;;;;;27;-10;5;;;;;;;10;22;30;44;
