centroide;CoordX;CoordY;S1-III;S1-IV;TS(TL);TS(TC);M1,2;M1,1;G1,1;G1,2;A1,1;A1,2;TL;P;TS(S2)IV;TS(S2)III;TS(S2)V;S1-V;CN;S1-VII;M2,1;M2,2;TS(S2)VI
FAr100-45_3;5062707,295;7044422,676;;;;;;;;;;;;;;;;;54;104;90;118;
F100-40_4;5137404,279;6768129,436;;;;;;;;;;;;;;;;;95;110;105;116;
FA100-50_7;5035557,03;6809938,511;;;;;;;;;;;;;;;;;57;90;79;100;
FAr100-45_4;5062707,295;7044422,676;;;;;;;;;;;;;;;;;54;104;90;118;
F100-40_8;5256336,915;7082169,687;;;;;;;;10;-2;21;;;;;;;11;41;49;60;
FAr100-40_5;5253096,911;7092799,693;;;;;;;;8;-2;22;;;;;;;8;43;51;63;
F100-55_3;5052485,91;6915968,245;;;;;;;;;;;;;;;;;65;106;94;113;
FA100-50_8;5035557,03;6809938,511;;;;;;;;;;;;;;;;;57;90;79;100;
F100-55_4;5052485,91;6915968,245;;;;;;;;;;;;;;;;;65;106;94;113;
FA100-50_21;5090567,119;6903522,351;;;;;;;;;;;;;;;;;78;101;91;111;
F100-55_5;5052485,91;6915968,245;;;;;;;;;;;;;;;;;65;106;94;113;
FAr100-40_13;5101588,209;7106652,185;;;;;;;;;;;;;;;;;130;138;134;143;
FAr100-40_6;5253096,911;7092799,693;;;;;;;;8;-2;22;;;;;;;8;43;51;63;
FA100-50_9;5035557,03;6809938,511;;;;;;;;;;;;;;;;;57;90;79;100;
FA100-50_22;5090567,119;6903522,351;;;;;;;;;;;;;;;;;78;101;91;111;
FA100-50_10;5035557,03;6809938,511;;;;;;;;;;;;;;;;;57;90;79;100;
FA100-30_21;5151303,799;7115634,682;;;;;;;;;;;;;;;;;113;116;112;123;
FAr100-40_7;5253096,911;7092799,693;;;;;;;;8;-2;22;;;;;;;8;43;51;63;
FA100-30_30;5128403,501;7080109,535;;;;;;;;;;;;;;;;;63;90;80;102;
FAr100-40_14;5101588,209;7106652,185;;;;;;;;;;;;;;;;;130;138;134;143;
m-A80-15_2;5133933,556;6891774,126;;;;;;;;;;;;;;;;;86;;;;
m-FA80-40_3;5144131,535;6891239,058;;;;;;;;;;;;;;;;;69;;;;
FAr100-45_5;5062707,295;7044422,676;;;;;;;;;;;;;;;;;54;104;90;118;
A80-30_10;4979075,42;6982929,864;;;;;;;;;;;;;;;;;114;119;113;129;
F100-65_1;4922866,991;6927944,223;;;;;;;;;;;;;;;;;16;55;40;70;
F100-65_2;4944688,003;7019830,73;;;;;;;;;;;;;;;;;86;113;109;117;
F100-55_30;5018259,131;7025819,73;;;;;;;;;;;;;;;;;60;99;88;111;
FA70-50_1;4969321,491;6975448,546;;;;;;;;;;;;;;;;;105;115;108;122;
FL100-45_4;4986538,59;6928160,439;;;;;;;;;;;;;;;;;114;122;118;128;
m-A100-15_13;4949561,602;7069759,208;;;;;;;;;;;;;;;;;110;;;;
m-A80-30_6;4903952,327;7078118,984;;;;;;;;;;;;;;;;;118;;;;
m-FA80-40_7;5002118,123;6963603,146;;;;;;;;;;;;;;;;;132;;;;
m-FA80-40_5;4910945,895;7047772,504;;;;;;;;;;;;;;;;;101;;;;
m-FL100-55_1;4947581,181;6897215,433;;;;;;;;;;;;;;;;;12;;;;
m-FL100-55_9;4968097,486;7027716,558;;;;;;;;;;;;;;;;;60;;;;
A80-30_11;4979075,42;6982929,864;;;;;;;;;;;;;;;;;114;119;113;129;
A80-30_12;4979075,42;6982929,864;;;;;;;;;;;;;;;;;114;119;113;129;
F100-55_31;5018259,131;7025819,73;;;;;;;;;;;;;;;;;60;99;88;111;
A80-30_13;4979075,42;6982929,864;;;;;;;;;;;;;;;;;114;119;113;129;
FA70-50_2;4969321,491;6975448,546;;;;;;;;;;;;;;;;;105;115;108;122;
A80-30_14;4979075,42;6982929,864;;;;;;;;;;;;;;;;;114;119;113;129;
A80-30_15;4979075,42;6982929,864;;;;;;;;;;;;;;;;;114;119;113;129;
FL100-45_5;4986538,59;6928160,439;;;;;;;;;;;;;;;;;114;122;118;128;
F100-65_3;4944688,003;7019830,73;;;;;;;;;;;;;;;;;86;113;109;117;
F100-55_32;5018259,131;7025819,73;;;;;;;;;;;;;;;;;60;99;88;111;
F100-55_33;5018259,131;7025819,73;;;;;;;;;;;;;;;;;60;99;88;111;
FL100-45_6;4986538,59;6928160,439;;;;;;;;;;;;;;;;;114;122;118;128;
F100-55_34;5018259,131;7025819,73;;;;;;;;;;;;;;;;;60;99;88;111;
FL100-45_7;4986538,59;6928160,439;;;;;;;;;;;;;;;;;114;122;118;128;
F100-55_35;5018259,131;7025819,73;;;;;;;;;;;;;;;;;60;99;88;111;
FA70-50_3;4969321,491;6975448,546;;;;;;;;;;;;;;;;;105;115;108;122;
F100-55_36;5018259,131;7025819,73;;;;;;;;;;;;;;;;;60;99;88;111;
FL100-45_8;4986538,59;6928160,439;;;;;;;;;;;;;;;;;114;122;118;128;
A80-30_16;4979075,42;6982929,864;;;;;;;;;;;;;;;;;114;119;113;129;
06ABEL;5833555,147;6957370,28;;;;;;;;;;;;;;;;;66;;;;
06AEROnorte;5718229,65;6726858,831;;;;;;;;;;;;;;;;;13;;;;
06AEROoeste;5669774,325;6761981,809;;;;;;;;;;;;;;;;;38;;;;
06AEROsur;5701762,864;6708784,403;;;;;;;;;;;;;;;;;12;;;;
06AGUA;5855759,211;6936014,458;;;;;;;;;;;;;;;;;56;;;;
06ALCO;5559527,054;6707174,281;;;;;;;;;;;;;;;;;29;;;;
06ALFO;5634259,834;6920647,442;;;;;;;;;;;;;;;;;43;;;;
06ANDRnorte;5621664,335;6877125,765;;;;;;;;;;;;;;;;;64;;;;
02-001-1;5274828,81;6268708,49;;;;;;;;;;;;;;;;;52;;;;
02-002-1;5283176,584;6296559,696;;;;;29;47;31;19;;;;;;;60;28;48;;55;;
02-003-1;5226322,376;6294934,515;;;;;2;27;7;-10;;;;;;;30;-6;18;;23;;
06ANDRsur;5592429,821;6817964,135;;;;;;;;;;;;;;;;;83;;;;
06ANTO;5651549,729;6710037,567;;;;;;;;;;;;;;;;;8;;;;
06AQUIN;5558811,7;6719966,294;;;;;;;;;;;;;;;;;29;;;;
06AUROcentro;5831161,039;6843990,433;;;;;;;;;;;;;;;;;55;;;;
06AUROnorte;5852946,835;6897441,409;;;;;;;;;;;;;;;;;55;;;;
06AUROsur;5826781,651;6800289,825;;;;;;;;;;;;;;;;;6;;;;
06BAUT;5873723,969;6927901,012;;;;;;;;;;;;;;;;;28;;;;
06BONE;5557775,337;6663578,241;;;;;;;;;;;;;;;;;16;;;;
06BOQU;5884932,57;6928967,006;;;;;;;;;;;;;;;;;0;;;;
06BRAG;5831786,356;6948698,016;;;;;;;;;;;;;;;;;90;;;;
06BUCEcentro;5590713,072;6740778,781;;;;;;;;;;;;;;;;;13;;;;
06BUCEnorte;5612510,293;6788334,189;;;;;;;;;;;;;;;;;12;;;;
06BUCEsur;5560787,052;6685055,822;;;;;;;;;;;;;;;;;18;;;;
06BUFA;5623936,98;6897732,118;;;;;;;;;;;;;;;;;34;;;;
06CAIMnorte;5583066,006;6688937,525;;;;;;;;;;;;;;;;;5;;;;
06CAIMsur;5635264,493;6632940,734;;;;;;;;;;;;;;;;;19;;;;
06CAMBeste;5788459,021;6886063,608;;;;;;;;;;;;;;;;;-5;;;;
06CAMBoeste;5770756,385;6897126,886;;;;;;;;;;;;;;;;;38;;;;
06CAME;5588080,148;6665902,662;;;;;;;;;;;;;;;;;34;;;;
06CAMI;5597214,176;6782734,113;;;;;;;;;;;;;;;;;12;;;;
06CANE;5714935,867;6758815,189;;;;;;;;;;;;;;;;;36;;;;
06CARO;5576496,297;6766813,124;;;;;;;;;;;;;;;;;-14;;;;
06CHAVeste;5683309,119;6859371,82;;;;;;;;;;;;;;;;;29;;;;
06CHAVoeste;5678754,683;6959198,93;;;;;;;;;;;;;;;;;6;;;;
06CODE;5827334,001;6951975,054;;;;;;;;;;;;;;;;;49;;;;
06COEM;5568769,528;6651793,925;;;;;;;;;;;;;;;;;25;;;;
06COLO;5581351,41;6666759,089;;;;;;;;;;;;;;;;;28;;;;
06COME;5596521,325;6718689,657;;;;;;;;;;;;;;;;;7;;;;
06COST;5649845,916;6943027,126;;;;;;;;;;;;;;;;;98;;;;
06CUAR;5629545,507;6918361,214;;;;;;;;;;;;;;;;;43;;;;
06DESMcentro;5597907,814;6815809,495;;;;;;;;;;;;;;;;;37;;;;
06DESMnorte;5626758,929;6920105,851;;;;;;;;;;;;;;;;;44;;;;
06DESMsur;5550396,799;6688456,656;;;;;;;;;;;;;;;;;10;;;;
06DIAZ;5888680,23;6879762,108;;;;;;;;;;;;;;;;;46;;;;
06ELCA;5557132,439;6698839,295;;;;;;;;;;;;;;;;;15;;;;
06ELDA;5608413,445;6714780,745;;;;;;;;;;;;;;;;;27;;;;
06ESTA;5581293,51;6715475,405;;;;;;;;;;;;;;;;;23;;;;
06FAGE;5590781,954;6690349,72;;;;;;;;;;;;;;;;;38;;;;
06GUAZ;5616973,018;6858197,619;;;;;;;;;;;;;;;;;59;;;;
06IBIRnorte;5787948,73;6948730,697;;;;;;;;;;;;;;;;;75;;;;
06IBIRoeste;5606775,887;6852604,575;;;;;;;;;;;;;;;;;42;;;;
06INDAcentro;5730673,065;6962782,659;;;;;;;;;;;;;;;;;24;;;;
06INDAeste;5772048,893;6947256,413;;;;;;;;;;;;;;;;;69;;;;
06INDAoeste;5688271,465;6977689,383;;;;;;;;;;;;;;;;;28;;;;
06IPUC;5648504,067;6969841,544;;;;;;;;;;;;;;;;;45;;;;
06ITAC;5850038,944;6925541,65;;;;;;;;;;;;;;;;;65;;;;
06ITAE;5886534,416;6951642,193;;;;;;;;;;;;;;;;;33;;;;
06ITUZ;5839310,736;6946453,079;;;;;;;;;;;;;;;;;71;;;;
06IZOR;5566246,548;6753316,862;;;;;;;;;;;;;;;;;10;;;;
06JUAN;5639762,233;6920158,091;;;;;;;;;;;;;;;;;42;;;;
06LACOnorte;5625364,336;6796307,505;;;;;;;;;;;;;;;;;31;;;;
06LACOsur;5572448,215;6666163,066;;;;;;;;;;;;;;;;;37;;;;
06LAFLnorte;5605090,405;6729225,868;;;;;;;;;;;;;;;;;63;;;;
06LAFLsur;5556995,726;6661865,82;;;;;;;;;;;;;;;;;67;;;;
06LIBE;5548758,21;6653445,832;;;;;;;;;;;;;;;;;27;;;;
06LOMA;5609338,256;6854584,334;;;;;;;;;;;;;;;;;43;;;;
06LOME;5623639,602;6910136,03;;;;;;;;;;;;;;;;;53;;;;
06LOREeste;5744042,986;6906592,774;;;;;;;;;;;;;;;;;26;;;;
06LOREoeste;5722739,139;6924322,658;;;;;;;;;;;;;;;;;15;;;;
06MACI;5557354,315;6735269,824;;;;;;;;;;;;;;;;;10;;;;
06MAND;5643920,059;6963786,966;;;;;;;;;;;;;;;;;38;;;;
06MARI;5602554,759;6724421,521;;;;;;;;;;;;;;;;;23;;;;
06MART;5822233,46;6887319,214;;;;;;;;;;;;;;;;;62;;;;
06MASC;5707638,656;6699277,591;;;;;;;;;;;;;;;;;18;;;;
02-004-1;5108326,455;6432836,632;;;;;;43;39;;;;;;;;;33;61;;63;;77
02-005-1;5079511,743;6382650,996;;;;;;43;45;;;;;;;;;19;56;;43;;56
02-006-1;5179387,301;6404097,98;;;;;;;;;;;;;;;;;84;;;;
02-007-1;5101070,488;6569015,437;;;;;;60;56;;;;;;;;;50;75;;80;;91
02-008-1;5201978,437;6337806,297;;;;;;;;;;;;;;;;;33;;;;
02-009-1;5096474,037;6353638,43;;;;;;;;;;;;;;;;;35;;;;
02-010-1;5284997,803;6322095,277;;;;;23;40;24;14;;;;;;;68;27;39;;61;;
02-011-1;5214735,766;6394976,814;;;;;;4;4;;;;;;;;;-10;20;;14;;27
02-012-1;5124438,92;6575742,527;;;;;;81;82;;;;;;;;;60;96;;89;;97
02-013-1;5106327,588;6573969,158;;;;;;58;55;;;;;;;;;46;75;;79;;92
02-015-1;5175697,352;6154611,467;;;;;-3;19;1;-14;;;;;;;29;-9;14;;21;;
02-016-1;5231876,02;6265208,537;;;;;6;31;14;-5;;;;;;;25;-6;17;;19;;
02-017-1;5230179,299;6436473,148;;;;;;;;;;;;;;;;;89;;;;
02-017-2;5222418,431;6482129,855;;;;;;;;;;;;;;;;;24;;;;
02-018-1;5279545,969;6287360,422;;;;;24;43;27;14;;;;;;;57;22;42;;51;;
02-021-1;5308063,199;6398259,145;;;;;12;30;12;1;;;;;;;43;12;31;;37;;
02-021-2;5289085,504;6497662,488;;;;;;26;22;;;;;;;;;15;41;;41;;53
02-022-1;5266344,991;6311256,165;;;;;;;;;;;;;;;;;57;;;;
02-024-1;5168768,002;6445462,616;;;;;;;;;;;;;;;;;98;;;;
02-025-1;5124580,73;6554411,01;;;;;;60;57;;;;;;;;;47;78;;80;;93
02-026-1;5182448,342;6551526,703;;;;;;;;;;;;;;;;;85;;;;
02-027-1;5142913,391;6554373,94;;;;;;50;48;;;;;;;;;37;71;;72;;87
02-028-1;5231901,558;6492208,328;;;;;;;;;;;;;;;;;46;;;;
02-029-1;5230817,957;6279832,596;;;;;-5;28;8;-17;;;;;;;13;-25;5;;5;;
02-030-1;5251446,811;6406778,555;;;;;;;;;;;;;;;;;12;;;;
02-031-1;5290160,163;6285652,261;;;;;22;35;21;14;;;;;;;68;29;37;;62;;
02-032-1;5273921,498;6392739,535;;;;;22;42;23;9;;;;;;;48;17;38;;42;;
02-033-1;5097058,41;6596401,88;;;;;;60;60;;;;;;;;;41;78;;70;;81
02-034-1;5093556,304;6609127,363;;;;;;;;;;;;;;;;;78;;;;
02-035-1;5258004,246;6473364,979;;;;;;27;24;;;;;;;;;12;45;;40;;53
02-036-1;5269957,994;6435674,6;;;;;27;49;32;13;;;;;;;53;21;43;;47;;
02-036-2;5249423,243;6500177,752;;;;;;32;29;;;;;;;;;20;46;;46;;58
02-037-1;5074305,275;6566003,978;;;;;;;;;;;;;;;;;69;;;;
02-038-1;5099540,786;6441854,589;;;;;;45;46;;;;;;;;;27;66;;55;;71
02-039-1;5163030,673;6426087,255;;;;;;58;56;;;;;;;;;47;73;;71;;81
02-040-1;5144130,94;6609667,818;;;;;;64;63;;;;;;;;;49;82;;79;;90
02-041-1;5117388,009;6150628,826;;;;;6;32;14;-3;;;;;;;26;-6;17;;19;;
02-042-1;5089019,366;6189286,377;;;;;;;;;;;;;;;;;15;;;;
02-043-1;5082769,009;6407870,713;;;;;;39;37;;;;;;;;;28;59;;61;;75
02-044-1;5109368,302;6407427,99;;;;;;55;55;;;;;;;;;38;77;;68;;83
02-046-1;5101276,872;6577285,035;;;;;;;;;;;;;;;;;69;;;;
02-047-1;5237053,896;6464372,661;;;;;;;;;;;;;;;;;53;;;;
02-048-1;5146476,798;6585839,313;;;;;;66;62;;;;;;;;;55;79;;88;;99
02-049-1;5199124,258;6211649,555;;;;;;;;;;;;;;;;;22;;;;
02-050-1;5241066,339;6438582,205;;;;;16;34;22;4;;;;;;;33;7;25;;28;;
02-051-1;5175867,218;6559472,805;;;;;;72;73;;;;;;;;;49;86;;76;;87
02-052-1;5176011,677;6354954,607;;;;;;;;;;;;;;;;;32;;;;
02-053-1;5147154,898;6358483,474;;;;;;19;22;;;;;;;;;3;32;;22;;34
02-055-1;5206768,303;6378579,853;;;;;;;;;;;;;;;;;36;;;;
02-056-1;5117300,926;6429217,499;;;;;;48;43;;;;;;;;;42;63;;70;;81
02-057-1;5111071,376;6431136,396;;;;;;;;;;;;;;;;;69;;;;
02-058-1;5286061,76;6289375,898;;;;;;;;;;;;;;;;;17;;;;
02-059-1;5308946;6339092,535;;;;;12;33;13;0;;;;;;;45;10;33;;38;;
02-062-1;5159142,754;6161352,533;;;;;;;;;;;;;;;;;4;;;;
02-063-1;5181918,698;6455904,592;;;;;;;;;;;;;;;;;48;;;;
02-063-2;5160466,59;6401352,695;;;;;;;;;;;;;;;;;82;;;;
02-064-1;5100118,241;6569072,912;;;;;;;;;;;;;;;;;75;;;;
02-065-1;5240972,917;6361116,261;;;;;;;;;;;;;;;;;61;;;;
02-066-1;5071393,035;6349914,866;;;;;;;;;;;;;;;;;36;;;;
02-067-1;5267613,384;6315943,498;;;;;32;53;35;22;;;;;;;61;29;50;;56;;
02-068-1;5169111,015;6560245,949;;;;;;;;;;;;;;;;;82;;;;
02-069-1;5171939,674;6278334,866;;;;;;12;15;;;;;;;;;-3;22;;13;;25
02-070-1;5131067,142;6565587,912;;;;;;55;58;;;;;;;;;33;76;;65;;82
02-071-1;5292436,48;6435123,424;;;;;;;;;;;;;;;;;45;;;;
02-072-1;5248418,418;6514892,051;;;;;;;;;;;;;;;;;55;;;;
02-073-1;5225531,885;6373384,614;;;;;22;50;29;5;;;;;;;47;10;37;;40;;
02-074-1;5288945,864;6322989,162;;;;;28;40;26;20;;;;;;;76;37;41;;69;;
02-075-1;5176057,632;6548366,179;;;;;;57;60;;;;;;;;;35;70;;59;;70
02-077-1;5201072,569;6550179,567;;;;;;;;;;;;;;;;;89;;;;
02-078-1;5233502,748;6352905,366;;;;;;;;;;;;;;;;;41;;;;
02-079-1;5140824,825;6151838,769;;;;;;;;;;;;;;;;;20;;;;
02-080-1;5242781,09;6512508,373;;;;;;38;34;;;;;;;;;26;58;;61;;78
02-081-1;5234083,707;6416426,254;;;;;23;47;27;8;;;;;;;50;17;40;;44;;
02-083-1;5245371,505;6310534,725;;;;;-1;24;3;-14;;;;;;;34;-7;19;;26;;
02-084-1;5195704,789;6218030,78;;;;;4;34;14;-10;;;;;;;27;-11;17;;20;;
02-085-1;5249993,501;6481420,529;;;;;;;;;;;;;;;;;47;;;;
02-087-1;5159280,831;6540516,551;;;;;;32;30;;;;;;;;;19;52;;47;;61
02-088-1;5068321,485;6125600,239;;;;;62;82;70;54;;;;;;;95;53;72;;87;;
02-089-1;5115145,616;6402719,49;;;;;;59;60;;;;;;;;;40;79;;69;;85
02-090-1;5225928,55;6373344,999;;;;;12;41;21;-5;;;;;;;35;-1;26;;28;;
02-091-1;5257390,051;6493104,639;;;;;;;;;;;;;;;;;44;;;;
02-092-1;5176743,426;6302242,14;;;;;;;;;;;;;;;;;34;;;;
02-093-1;5135041,926;6575858,994;;;;;;73;75;;;;;;;;;50;81;;70;;80
02-094-1;5226002,353;6259105,515;;;;;;;;;;;;;;;;;23;;;;
02-094-2;5165347,778;6273687,29;;;;;;;;;;;;;;;;;26;;;;
02-095-1;5207807,966;6300430,23;;;;;;;;;;;;;;;;;30;;;;
02-096-1;5095669,708;6610362,569;;;;;;65;69;;;;;;;;;41;77;;65;;76
02-097-1;5300149,612;6509852,119;;;;;;;;;;;;;;;;;46;;;;
02-098-1;5129208,538;6580373,504;;;;;;65;66;;;;;;;;;47;85;;78;;90
02-099-1;5157762,552;6442056,2;;;;;;52;49;;;;;;;;;40;71;;68;;80
02-100-1;5298634,883;6377638,507;;;;;8;29;9;-6;;;;;;;33;0;23;;26;;
02-101-1;5156407,845;6501126,254;;;;;;34;30;;;;;;;;;26;51;;58;;72
02-101-2;5212159,383;6495889,7;;;;;;8;4;;;;;;;;;1;25;;34;;49
02-102-1;5147639,316;6382048,385;;;;;;32;33;;;;;;;;;14;48;;38;;52
02-103-1;5268057,712;6355845,23;;;;;0;22;2;-13;;;;;;;27;-6;17;;20;;
02-104-1;5140574,067;6533017,206;;;;;;49;47;;;;;;;;;34;70;;66;;79
02-105-1;5139883,1;6251772,569;;;;;;-3;-3;;;;;;;;;-19;14;;5;;20
02-106-1;5215895,859;6403880,268;;;;;;;;;;;;;;;;;28;;;;
02-107-1;5282305,905;6409815,125;;;;;-2;15;-2;-12;;;;;;;33;2;19;;27;;
02-108-1;5169976,29;6444683,966;;;;;;;;;;;;;;;;;86;;;;
02-109-1;5161760,819;6429568,888;;;;;;63;65;;;;;;;;;46;75;;67;;78
02-110-1;5236749,529;6364976,278;;;;;15;43;22;-2;;;;;;;40;3;31;;33;;
02-111-1;5198504,704;6445470,796;;;;;;26;25;;;;;;;;;9;46;;38;;54
02-113-1;5158577,886;6140444,671;;;;;;;;;;;;;;;;;18;;;;
02-114-1;5196851,901;6549659,295;;;;;;70;71;;;;;;;;;49;90;;80;;93
02-115-1;5095842,933;6403697,264;;;;;;52;55;;;;;;;;;28;67;;53;;68
02-117-1;5209735,36;6517121,326;;;;;;;;;;;;;;;;;26;;;;
02-118-1;5295464,447;6347369,753;;;;;;;;;;;;;;;;;35;;;;
02-119-1;5056927,919;6346825,74;;;;;;;;;;;;;;;;;37;;;;
02-120-1;5189539,351;6215079,95;;;;;9;35;17;-4;;;;;;;34;-2;24;;28;;
02-121-1;5203854,372;6485462,378;;;;;;2;1;;;;;;;;;-10;23;;20;;35
02-122-1;5177693,833;6543176,109;;;;;;;;;;;;;;;;;48;;;;
02-123-1;5288460,17;6413656,843;;;;;;;;;;;;;;;;;20;;;;
02-124-1;5288110,237;6517975,492;;;;;;30;25;;;;;;;;;20;44;;47;;60
02-125-1;5122960,554;6694296,899;;;;;;93;96;;;;;;;;;70;100;;92;;98
02-126-1;5101465,331;6572354,669;;;;;;61;57;;;;;;;;;51;77;;83;;95
02-128-1;5154723,447;6653945,871;;;;;;78;80;;;;;;;;;59;89;;80;;89
02-129-1;5227685,093;6428713,619;;;;;;;;;;;;;;;;;27;;;;
02-130-1;5115266,283;6584143,247;;;;;;;;;;;;;;;;;91;;;;
02-131-1;5098976,652;6434757,052;;;;;;38;36;;;;;;;;;26;57;;55;;68
02-132-1;5134526,782;6429114,182;;;;;;;;;;;;;;;;;73;;;;
02-133-1;5086409,29;6446590,341;;;;;;40;39;;;;;;;;;26;58;;52;;64
02-134-1;5134987,722;6585797,996;;;;;;77;80;;;;;;;;;51;87;;75;;86
02-135-1;5117035,414;6602611,199;;;;;;71;69;;;;;;;;;55;91;;90;;102
02-136-1;5156524,377;6500567,252;;;;;;33;32;;;;;;;;;17;55;;50;;67
02-137-1;5238483,6;6437753,472;;;;;;;;;;;;;;;;;41;;;;
02-138-1;5074786,034;6125729,274;;;;;81;96;91;74;;;;;;;89;63;84;;85;;
01alBRA_1;5398764,398;6127596,045;;;;;-11;-6;-8;-19;;;;-23;;;32;-8;;;23;;
01alBRA_2;5451390,945;6115287,259;;;;;-15;-10;-11;-25;;;;-28;;;29;-15;;;20;;
01alBRA_3;5498324,946;6106288,472;;;;;-16;-10;-13;-27;;;;-28;;;29;-16;;;19;;
01alBRA_4;5348209,601;6135236,003;;;;;-13;-7;-9;-22;;;;-26;;;32;-11;;;23;;
01alCPS_1;5498649,634;6231842,837;;;;;3;9;6;-8;;;;-11;;;46;2;;;37;;
01alCPS_2;5524424,272;6212791,17;;;;;1;6;3;-8;;;;-13;;;46;2;;;36;;
01alESN_1;5469967,428;6094941,133;;;;;-36;-29;-30;-45;;;;-43;;;4;-39;;;-6;;
01alESN_2;5432376,554;6095204,882;;;;;-30;-22;-22;-40;;;;-38;;;12;-33;;;1;;
01alESN_3;5399614,343;6106731,912;;;;;-20;-15;-16;-27;;;;-29;;;17;-21;;;8;;
01alGOU_1;5510945,055;6188202,597;;;;;-9;-2;-5;-19;;;;-21;;;37;-9;;;27;;
01alGOU_2;5518365,613;6136811,026;;;;;-9;-4;-6;-19;;;;-23;;;36;-10;;;26;;
01alGOU_3;5583754,683;6148956,913;;-8;;;-33;-31;-37;-34;;;;-40;24;;;;;;;;
01alGOU_4;5419608,79;6244034,794;;;;;-2;2;1;-9;;;;-15;;;50;3;;;39;;
01alGOU_5;5479071,673;6250720,328;;;;;-13;-7;-10;-22;;;;-26;;;35;-11;;;25;;
01alMDQ_1;5460445,457;5932003,42;8;;;;-17;-23;-29;-8;;;;-19;;39;;;;;;;
01alMDQ_10;5523230,237;5751074,533;32;;;;4;-4;-12;14;;;;-6;;63;;;;;;;
01alMDQ_11;5536881,504;5722283,228;37;;;;9;1;-7;19;;;;1;;66;;;;;;;
01alMDQ_12;5577945,5;5766255,244;32;;;;6;-2;-9;15;;;;-1;;61;;;;;;;
01alMDQ_13;5582767,518;5731580,397;32;;;;5;-2;-10;15;;;;-1;;61;;;;;;;
01alMDQ_2;5504966,74;5895945,043;23;;;;-2;-9;-15;7;;;;-4;;53;;;;;;;
01alMDQ_3;5573651,77;5883213,743;18;;;;-7;-14;-20;2;;;;-14;;48;;;;;;;
01alMDQ_4;5617014,906;5757823,772;31;;;;5;-2;-10;15;;;;-1;;60;;;;;;;
01alMDQ_5;5650576,577;5755581,444;29;;;;4;-3;-11;13;;;;-2;;58;;;;;;;
01alMDQ_6;5622012,634;5840861,417;33;;;;8;1;-6;17;;;;-1;;60;;;;;;;
01alMDQ_7;5644656,22;5810820,042;33;;;;9;2;-5;18;;;;0;;60;;;;;;;
01alMDQ_8;5694096,763;5795235,666;34;;;;13;7;0;20;;;;9;;58;;;;;;;
01alMDQ_9;5448372,545;5721402,841;33;;;;4;-4;-12;15;;;;-7;;64;;;;;;;
01alMER_1;5557373,072;6177342,613;;;;;-17;-16;-18;-24;;;;-31;;;28;-12;;;19;;
01alOZR_1;5332173,165;6150955,295;;;;;-11;-6;-8;-20;;;;-25;;;32;-9;;;23;;
01alOZR_10;5411755,942;6141745,918;;;;;-2;5;2;-13;;;;-15;;;40;-3;;;31;;
01alOZR_11;5408049,975;6186019,942;;;;;-8;-3;-5;-18;;;;-22;;;36;-7;;;27;;
01alOZR_12;5432941,35;6163741,257;;;;;-10;-5;-8;-20;;;;-24;;;34;-9;;;25;;
01alOZR_13;5256661,636;6122996,911;;;;;-1;3;1;-10;;;;-16;;;37;-2;;;29;;
01alOZR_14;5228480,958;6107426,135;;;;;6;10;8;-4;;;;-9;;;44;4;;;35;;
01alOZR_15;5299187,638;6115077,63;;;;;-2;1;0;-11;;;;-18;;;40;-1;;;32;;
01alOZR_16;5245422,809;6179101,045;;;;;0;5;3;-11;;;;-14;;;36;-3;;;28;;
01alOZR_2;5351055,665;6105723,075;;;;;-8;-3;-5;-17;;;;-22;;;34;-7;;;26;;
01alOZR_3;5363303,342;6072802,238;;;;;-7;-2;-4;-16;;;;-19;;;33;-6;;;25;;
01alOZR_4;5385442,35;6045534,738;;;;;-10;-2;-4;-20;;;;-17;;;30;-10;;;21;;
01alOZR_5;5416054,357;6068448,462;;;;;-9;-1;-3;-20;;;;-16;;;32;-9;;;23;;
01alOZR_6;5429793,298;6101809,463;;;;;-12;-6;-8;-21;;;;-23;;;31;-11;;;22;;
01alOZR_7;5465453,58;6073574,597;;;;;-14;-7;-9;-24;;;;-20;;;26;-14;;;18;;
01alOZR_8;5509985,407;6091624,523;;;;;-16;-10;-13;-25;;;;-28;;;27;-15;;;18;;
01alOZR_9;5379805,739;6163323,433;;;;;-11;-6;-8;-20;;;;-25;;;31;-10;;;23;;
01alPER_1;5438147,315;6259012,035;;;;;-1;1;0;-7;;;;-15;;;49;6;;;40;;
01alPER_2;5419962,447;6306891,568;;;;;-2;8;-2;-11;;;;-18;;;46;4;;;37;;
01alSAL_1;5534448,836;6063553,515;;7;;;-17;-12;-21;-19;;;;-16;33;;;;;;;;
01alSAL_2;5557937,234;6042770,269;;3;;;-21;-16;-25;-23;;;;-21;30;;;;;;;;
01alSAL_3;5574958,769;6069462,157;;2;;;-23;-17;-26;-23;;;;-23;28;;;;;;;;
01alSAL_4;5596184,196;6031391,964;;1;;;-23;-18;-27;-24;;;;-22;27;;;;;;;;
01alSAL_5;5465912,149;6022023,497;;12;;;-13;-7;-17;-15;;;;-11;40;;;;;;;;
01alSAL_6;5477340,99;5989452,023;;3;;;-21;-15;-24;-23;;;;-18;30;;;;;;;;
01baABB_1;5648942,746;6075774,742;;-58;;;-71;-69;-72;-71;;;;-70;-28;;;;;;;;
